fold_id,sample,aligned_sessions,non_degenerate_sleeves,minimum_pairwise_correlation,maximum_pairwise_correlation,maximum_absolute_correlation,mean_absolute_correlation,median_absolute_correlation,minimum_correlation_eigenvalue,maximum_correlation_eigenvalue,pc1_share,effective_rank,minimum_covariance_eigenvalue,maximum_covariance_eigenvalue,covariance_condition_number,correlation_psd,covariance_psd,equal_weight_diversification_ratio
wf_2022,train,505,6,-0.080886596241279682,0.81315646687791976,0.81315646687791976,0.28688220611368631,0.074032768193452711,0.13515549482729661,2.4181810025854436,0.403030167097574,3.86913885483676,2.5434075340780978e-05,0.00054913453715653578,21.590505249312283,True,True,1.656130140953848
wf_2022,test,251,6,0.11937784205980929,0.86002322007813992,0.86002322007813992,0.41228407656275839,0.22300087085144132,0.12817402124132829,3.0730964019275149,0.51218273365458544,3.3128167860875628,2.3664352982605089e-05,0.00071612408617621488,30.261722629924208,True,True,1.3941458086063092
wf_2023,train,756,6,-0.0033731632241064493,0.80205846005035364,0.80205846005035364,0.29621006788404619,0.057474231436008993,0.14852913411018717,2.4861856117041876,0.41436426861736453,3.7457218274722468,2.7092875963101724e-05,0.00058128516187572459,21.455277124044983,True,True,1.5599557704928058
wf_2023,test,250,6,0.20626632832621508,0.78668529374367635,0.78668529374367635,0.36314593544362755,0.3288141751365975,0.1864459814156309,2.8669926514588671,0.47783210857647779,4.2274592663814543,7.197120474320051e-06,0.00021678255902578188,30.12073506331884,True,True,1.4829166497111963
wf_2024,train,1006,6,0.014447774606912194,0.79186605175422953,0.79186605175422953,0.30005642957809525,0.078074739051658182,0.15492500210330079,2.5097743198286899,0.41829571997144832,3.8400765788042484,2.2892032563509317e-05,0.00048814306243218493,21.323709944843504,True,True,1.5542039722853114
wf_2024,test,252,6,-0.110947268530608,0.82872011919428701,0.82872011919428701,0.27720456742783578,0.10410731025906503,0.1471776847332526,2.3885125602467037,0.39808542670778396,4.0712729218892392,6.8215834600263806e-06,0.00020760950614412678,30.434210379553711,True,True,1.7436058559408376
wf_2025,train,1258,6,0.0060555054293442373,0.79107958565568837,0.79107958565568837,0.29003507960836761,0.070650524115850821,0.16176842644488834,2.4614250097007151,0.41023750161678574,3.8800158540810514,2.0690015034302972e-05,0.00042894072047546027,20.731774228500985,True,True,1.5708164498944366
wf_2025,test,250,6,0.013999442054513549,0.91469261202676222,0.91469261202676222,0.38322935479056575,0.18980578970725506,0.073180245374821887,2.9566201291009144,0.49277002151681915,3.1365865341793344,9.2032977307495493e-06,0.00050903748667456897,55.310335660857852,True,True,1.431682593124346
