pair_id,y_symbol,x_symbol,observations,alpha,beta,beta_interpretable,ols_r_squared,engle_granger_statistic,engle_granger_p_value,holm_adjusted_p_value,holm_reject,residual_adf_statistic,residual_adf_p_value,residual_adf_used_lag,residual_adf_reject
SPY_QQQ,SPY,QQQ,1508,1.1241323304142306,0.83880161845107537,True,0.97202447999665398,-2.7102377706997416,0.19591818415156931,0.58775455245470787,False,-2.7102377706996919,0.0065390294178587259,7,True
SPY_IWM,SPY,IWM,1508,-0.21586435208511645,1.1999078172309616,True,0.73140123224758546,-1.6586237549875498,0.69552401691693033,0.75130458017295787,False,-1.658623754987542,0.091883259424336394,0,False
QQQ_IWM,QQQ,IWM,1508,-1.4350140592961509,1.399399476682083,True,0.7200864744558193,-2.2957962421195135,0.37565229008647893,0.75130458017295787,False,-2.2957962421194154,0.020872137308806986,1,True
