configuration_id,fast_window,slow_window,signal_window,neutral_band,neighbor_count,neighbor_configuration_ids,net_sharpe_ratio,total_turnover,median_neighbor_net_sharpe,minimum_neighbor_net_sharpe,standard_deviation_neighbor_net_sharpe,proportion_neighbors_positive_net_return,proportion_neighbors_positive_break_even,median_neighbor_turnover,mean_absolute_one_step_net_sharpe_difference,mean_absolute_one_step_turnover_difference
f016_s026_m009_b0p00025,16,26,9,0.00025,7,f012_s026_m009_b0p00025|f016_s020_m009_b0p00025|f016_s026_m006_b0p00025|f016_s026_m009_b0p00000|f016_s026_m009_b0p00050|f016_s026_m012_b0p00025|f016_s032_m009_b0p00025,-0.00967194422425,3508,-0.368520967471,-0.513836698801,0.228210810683,0.142857142857,0.428571428571,3590,0.302245836394,1027.85714286
f016_s026_m009_b0p00050,16,26,9,0.0005,7,f012_s026_m009_b0p00050|f016_s020_m009_b0p00050|f016_s026_m006_b0p00050|f016_s026_m009_b0p00025|f016_s026_m009_b0p00100|f016_s026_m012_b0p00050|f016_s032_m009_b0p00050,-0.444024677576,1916,-0.318135647089,-1.03388925637,0.432832762667,0,0.428571428571,2164,0.409411476039,1010.28571429
f016_s026_m009_b0p00100,16,26,9,0.001,6,f012_s026_m009_b0p00100|f016_s020_m009_b0p00100|f016_s026_m006_b0p00100|f016_s026_m009_b0p00050|f016_s026_m012_b0p00100|f016_s032_m009_b0p00100,-1.03388925637,630,-0.631531712346,-0.848571371317,0.132146392,0,0,980,0.411955182732,630.333333333
f016_s026_m012_b0p00000,16,26,12,0,5,f012_s026_m012_b0p00000|f016_s020_m012_b0p00000|f016_s026_m009_b0p00000|f016_s026_m012_b0p00025|f016_s032_m012_b0p00000,-0.127318910221,4709,-0.246654954714,-0.357461848271,0.164763655922,0,0.6,5101,0.165166543365,570.6
f016_s026_m012_b0p00025,16,26,12,0.00025,6,f012_s026_m012_b0p00025|f016_s020_m012_b0p00025|f016_s026_m009_b0p00025|f016_s026_m012_b0p00000|f016_s026_m012_b0p00050|f016_s032_m012_b0p00025,0.0606487417468,3590,-0.0570415047802,-0.225399276638,0.0860857215619,0,1,3685,0.135821579969,888
f016_s026_m012_b0p00050,16,26,12,0.0005,6,f012_s026_m012_b0p00050|f016_s020_m012_b0p00050|f016_s026_m009_b0p00050|f016_s026_m012_b0p00025|f016_s026_m012_b0p00100|f016_s032_m012_b0p00050,0.0187409973762,2164,-0.261377396042,-0.709946608848,0.368831775672,0.166666666667,0.5,2329,0.376122251579,1037.33333333
f016_s026_m012_b0p00100,16,26,12,0.001,5,f012_s026_m012_b0p00100|f016_s020_m012_b0p00100|f016_s026_m009_b0p00100|f016_s026_m012_b0p00050|f016_s032_m012_b0p00100,-0.633665076646,874,-0.54557577829,-1.03388925637,0.343833362009,0,0.2,1394,0.281678099122,757.6
f016_s032_m006_b0p00000,16,32,6,0,4,f012_s032_m006_b0p00000|f016_s026_m006_b0p00000|f016_s032_m006_b0p00025|f016_s032_m009_b0p00000,-0.478461585225,5911,-0.373135542609,-0.748299832561,0.207891790722,0,0.5,5652,0.184293204126,1031.25
f016_s032_m006_b0p00025,16,32,6,0.00025,5,f012_s032_m006_b0p00025|f016_s026_m006_b0p00025|f016_s032_m006_b0p00000|f016_s032_m006_b0p00050|f016_s032_m009_b0p00025,-0.266701890791,3824,-0.478461585225,-0.574361745995,0.247618569446,0.2,0.2,3934,0.254893285055,1210.6
f016_s032_m006_b0p00050,16,32,6,0.0005,5,f012_s032_m006_b0p00050|f016_s026_m006_b0p00050|f016_s032_m006_b0p00025|f016_s032_m006_b0p00100|f016_s032_m009_b0p00050,-0.574361745995,2012,-0.428865171875,-0.99206593058,0.332845696523,0,0.4,2560,0.316014317266,1132.4
f016_s032_m006_b0p00100,16,32,6,0.001,4,f012_s032_m006_b0p00100|f016_s026_m006_b0p00100|f016_s032_m006_b0p00050|f016_s032_m009_b0p00100,-0.99206593058,618,-0.630232995075,-0.901941854655,0.15448938108,0,0,1236,0.329003788358,737
f016_s032_m009_b0p00000,16,32,9,0,5,f012_s032_m009_b0p00000|f016_s026_m009_b0p00000|f016_s032_m006_b0p00000|f016_s032_m009_b0p00025|f016_s032_m012_b0p00000,-0.223994319693,5023,-0.246654954714,-0.478461585225,0.222365172244,0.2,0.6,5265,0.1983380755,667.8
f016_s032_m009_b0p00025,16,32,9,0.00025,6,f012_s032_m009_b0p00025|f016_s026_m009_b0p00025|f016_s032_m006_b0p00025|f016_s032_m009_b0p00000|f016_s032_m009_b0p00050|f016_s032_m012_b0p00025,0.0977872791089,3934,-0.164814205244,-0.31039973194,0.121130841474,0,1,3843,0.251017080398,669.333333333
f016_s032_m009_b0p00050,16,32,9,0.0005,6,f012_s032_m009_b0p00050|f016_s026_m009_b0p00050|f016_s032_m006_b0p00050|f016_s032_m009_b0p00025|f016_s032_m009_b0p00100|f016_s032_m012_b0p00050,-0.105634090796,2560,-0.321388292578,-0.686104244156,0.353698662803,0.333333333333,0.5,2377,0.34699966137,892
f016_s032_m009_b0p00100,16,32,9,0.001,5,f012_s032_m009_b0p00100|f016_s026_m009_b0p00100|f016_s032_m006_b0p00100|f016_s032_m009_b0p00050|f016_s032_m012_b0p00100,-0.686104244156,1086,-0.54557577829,-1.03388925637,0.348789836724,0,0.2,1394,0.321981809175,714.8
f016_s032_m012_b0p00000,16,32,12,0,4,f012_s032_m012_b0p00000|f016_s026_m012_b0p00000|f016_s032_m009_b0p00000|f016_s032_m012_b0p00025,-0.0530006171253,4455,-0.135907255955,-0.223994319693,0.0791748325741,0,1,4856,0.096707691765,490.75
f016_s032_m012_b0p00025,16,32,12,0.00025,5,f012_s032_m012_b0p00025|f016_s026_m012_b0p00025|f016_s032_m009_b0p00025|f016_s032_m012_b0p00000|f016_s032_m012_b0p00050,-0.00297683029246,3862,0.0606487417468,-0.172758736599,0.155679255216,0.4,1,3934,0.135881700054,566.8
f016_s032_m012_b0p00050,16,32,12,0.0005,5,f012_s032_m012_b0p00050|f016_s026_m012_b0p00050|f016_s032_m009_b0p00050|f016_s032_m012_b0p00025|f016_s032_m012_b0p00100,0.292236295398,2742,-0.00297683029246,-0.54557577829,0.232965957154,0.2,0.8,2560,0.394909680127,837.2
f016_s032_m012_b0p00100,16,32,12,0.001,4,f012_s032_m012_b0p00100|f016_s026_m012_b0p00100|f016_s032_m009_b0p00100|f016_s032_m012_b0p00050,-0.54557577829,1394,-0.396286447957,-0.686104244156,0.397181866752,0.25,0.5,1660,0.363274449233,754
