configuration_id,short_window,long_window,neutral_band,symbol,calendar_year,observations,position_eligible_observations,gross_return,net_return,net_annualized_volatility,net_sharpe_ratio,net_max_drawdown,turnover,long_exposure_pct,short_exposure_pct,neutral_exposure_pct
s004_l032_d0p0000,4,32,0,SPY,2020,6554,6522,0.282291299139,0.211117023258,0.329294346045,0.747370824485,-0.21775923032,571,58.739650414,41.260349586,0
s004_l032_d0p0000,4,32,0,SPY,2021,6540,6540,0.00342183381624,-0.0569136295179,0.126944801357,-0.398963373946,-0.126560461986,620,60.504587156,39.4801223242,0.0152905198777
s004_l032_d0p0000,4,32,0,SPY,2022,6514,6514,-0.0778198580604,-0.1353514332,0.227008496167,-0.530770078699,-0.289102717443,644,47.0832054037,52.9167945963,0
s004_l032_d0p0000,4,32,0,SPY,2023,6476,6476,0.0219201054389,-0.0393304728135,0.128744488847,-0.250935542172,-0.159779034592,618,56.0376775788,43.9623224212,0
s004_l032_d0p0000,4,32,0,SPY,2024,6516,6516,-0.0365477114212,-0.0953861438008,0.123806164765,-0.752433830174,-0.136156190522,630,58.0417434009,41.9582565991,0
s004_l032_d0p0000,4,32,0,SPY,2025,6464,6464,-0.279191149685,-0.322797738373,0.193935011387,-1.94008291564,-0.339346183329,624,57.5340346535,42.4659653465,0
s004_l032_d0p0005,4,32,0.0005,SPY,2020,6554,6522,0.26515879116,0.193500452622,0.32353489301,0.709633152622,-0.206336548548,583,54.9678012879,37.7184912603,7.3137074517
s004_l032_d0p0005,4,32,0.0005,SPY,2021,6540,6540,0.0373634220939,-0.0237373428173,0.12176451002,-0.13676805843,-0.0974084273569,607,53.7003058104,32.9204892966,13.379204893
s004_l032_d0p0005,4,32,0.0005,SPY,2022,6514,6514,-0.0665578378102,-0.124345905653,0.221247583413,-0.49292488269,-0.26049880427,639,44.7651212772,49.5701565858,5.66472213694
s004_l032_d0p0005,4,32,0.0005,SPY,2023,6476,6476,0.0945871836022,0.0292979408302,0.121482762708,0.30123972072,-0.108273263245,615,50.6948733786,38.3106856084,10.994441013
s004_l032_d0p0005,4,32,0.0005,SPY,2024,6516,6516,0.036598595286,-0.024064775979,0.11748798431,-0.149902378694,-0.144811127196,603,51.2737875998,36.387354205,12.3388581952
s004_l032_d0p0005,4,32,0.0005,SPY,2025,6464,6464,-0.254901944158,-0.299421681763,0.189045532354,-1.81327150927,-0.341806489487,616,51.3768564356,37.0513613861,11.5717821782
s004_l032_d0p0010,4,32,0.001,SPY,2020,6554,6522,0.281431598866,0.208854993305,0.319744964118,0.75420786938,-0.207037781251,583,50.9659613615,34.4832873352,14.5507513033
s004_l032_d0p0010,4,32,0.001,SPY,2021,6540,6540,0.0539329617122,-0.00277226415812,0.114952677556,0.0332705729515,-0.0985634726792,553,46.880733945,27.8440366972,25.2752293578
s004_l032_d0p0010,4,32,0.001,SPY,2022,6514,6514,0.00441776756242,-0.0545530282252,0.215909482105,-0.153285451054,-0.216292370564,605,42.4777402518,46.3463309794,11.1759287688
s004_l032_d0p0010,4,32,0.001,SPY,2023,6476,6476,0.0948375554396,0.035729698219,0.114467913956,0.367533195362,-0.0957920229352,555,45.8153180976,33.5701050031,20.6145768993
s004_l032_d0p0010,4,32,0.001,SPY,2024,6516,6516,0.102891339477,0.0408471646884,0.111048255683,0.417845818143,-0.126922928365,579,44.9662369552,31.1387354205,23.8950276243
s004_l032_d0p0010,4,32,0.001,SPY,2025,6464,6464,-0.214820599926,-0.259069377464,0.181681462087,-1.58188723078,-0.31994810857,580,46.1169554455,32.5340346535,21.349009901
s004_l032_d0p0020,4,32,0.002,SPY,2020,6554,6522,0.146040424297,0.0856854122328,0.312587404808,0.420578981069,-0.215932165845,541,40.9690279056,28.7028518859,30.3281202085
s004_l032_d0p0020,4,32,0.002,SPY,2021,6540,6540,0.104520228396,0.0532815214967,0.104195197622,0.551191311331,-0.084335671803,475,33.8837920489,21.3149847095,44.8012232416
s004_l032_d0p0020,4,32,0.002,SPY,2022,6514,6514,-0.0268977180082,-0.0782395412251,0.201453442302,-0.305913239631,-0.238222251197,542,38.1178999079,40.5894995395,21.2926005527
s004_l032_d0p0020,4,32,0.002,SPY,2023,6476,6476,0.0713456858671,0.0160384790718,0.103182188696,0.207612885925,-0.0905879840152,530,34.7899938233,25.8801729463,39.3298332304
s004_l032_d0p0020,4,32,0.002,SPY,2024,6516,6516,0.0912933322288,0.0402536290932,0.091996387455,0.477287428256,-0.0903301675329,479,33.1338244322,22.3143032535,44.5518723143
s004_l032_d0p0020,4,32,0.002,SPY,2025,6464,6464,-0.0923054957896,-0.136407521227,0.163806777586,-0.825653443873,-0.211686734279,498,35.7518564356,25.1392326733,39.1089108911
s004_l064_d0p0000,4,64,0,SPY,2020,6554,6490,-0.0956897710986,-0.129364528499,0.329394456835,-0.254381050962,-0.394613568679,379,62.5577812018,37.4422187982,0
s004_l064_d0p0000,4,64,0,SPY,2021,6540,6540,0.0856430408685,0.0453708525714,0.126860881513,0.413836994121,-0.0827046579645,378,63.8685015291,36.1314984709,0
s004_l064_d0p0000,4,64,0,SPY,2022,6514,6514,0.260774229495,0.213273777318,0.226937732857,0.970407961753,-0.134318022428,384,47.3902364139,52.6097635861,0
s004_l064_d0p0000,4,64,0,SPY,2023,6476,6476,-0.0477695902954,-0.0862111468137,0.128736910149,-0.644126816782,-0.208372670593,412,58.5392217418,41.4607782582,0
s004_l064_d0p0000,4,64,0,SPY,2024,6516,6516,-0.0143091885884,-0.0510621908003,0.123685806062,-0.36438162491,-0.148536695343,380,60.8962553714,39.1037446286,0
s004_l064_d0p0000,4,64,0,SPY,2025,6464,6464,0.0326224922298,-0.00428164860968,0.193930701976,0.0745743108451,-0.183801077961,364,59.6225247525,40.3774752475,0
s004_l064_d0p0005,4,64,0.0005,SPY,2020,6554,6490,-0.0472699376784,-0.0829223642127,0.326772526889,-0.100078604069,-0.380281128855,381,59.7688751926,35.6086286595,4.62249614792
s004_l064_d0p0005,4,64,0.0005,SPY,2021,6540,6540,0.0750865472248,0.0345849096827,0.12347417242,0.337606614989,-0.0805749621843,384,60.4740061162,32.5688073394,6.95718654434
s004_l064_d0p0005,4,64,0.0005,SPY,2022,6514,6514,0.278827265959,0.233368336405,0.225214171445,1.04946911704,-0.133031148806,362,45.7936751612,51.1974209395,3.00890389929
s004_l064_d0p0005,4,64,0.0005,SPY,2023,6476,6476,-0.0568088604689,-0.0965136877454,0.124317239546,-0.7638034191,-0.206952693592,430,55.5435453984,38.6040765905,5.85237801112
s004_l064_d0p0005,4,64,0.0005,SPY,2024,6516,6516,-0.0073736119674,-0.0462929571465,0.118991832553,-0.341184959312,-0.140163228916,400,57.3818293432,35.8348680172,6.78330263966
s004_l064_d0p0005,4,64,0.0005,SPY,2025,6464,6464,-0.0497031441801,-0.0834891224197,0.18957822888,-0.371264079593,-0.202598151472,362,56.8688118812,37.8712871287,5.2599009901
s004_l064_d0p0010,4,64,0.001,SPY,2020,6554,6490,-0.0511158031365,-0.0857057302648,0.324205333176,-0.112829747844,-0.382784151289,371,57.0878274268,33.7442218798,9.16795069337
s004_l064_d0p0010,4,64,0.001,SPY,2021,6540,6540,0.0760464344077,0.0350973617759,0.120140088198,0.347724528396,-0.0702727963469,388,56.0397553517,29.8165137615,14.1437308869
s004_l064_d0p0010,4,64,0.001,SPY,2022,6514,6514,0.249023232792,0.205342256407,0.222723912776,0.954896769891,-0.128006030523,356,44.5194964691,49.4626957323,6.01780779859
s004_l064_d0p0010,4,64,0.001,SPY,2023,6476,6476,-0.0320934338324,-0.0710763201998,0.121224336471,-0.554696208091,-0.187278289649,411,52.2390364422,35.5466337245,12.2143298332
s004_l064_d0p0010,4,64,0.001,SPY,2024,6516,6516,0.00234637451467,-0.0368576545779,0.115434352476,-0.269562746936,-0.120842504932,399,52.9312461633,32.8268876611,14.2418661756
s004_l064_d0p0010,4,64,0.001,SPY,2025,6464,6464,-0.0918291400731,-0.124992978303,0.185180256115,-0.638169162087,-0.18904127336,372,53.620049505,35.1021039604,11.2778465347
s004_l064_d0p0020,4,64,0.002,SPY,2020,6554,6490,-0.0283569811103,-0.0619038085731,0.318532027592,-0.0398987105597,-0.382635843502,351,52.2033898305,30.8320493066,16.9645608629
s004_l064_d0p0020,4,64,0.002,SPY,2021,6540,6540,0.0580910182746,0.0226209207427,0.115145659464,0.252195888983,-0.0718305032497,341,45.9021406728,25.0305810398,29.0672782875
s004_l064_d0p0020,4,64,0.002,SPY,2022,6514,6514,0.275993615862,0.230999418601,0.218024585493,1.06790790183,-0.104070950349,359,41.909732883,46.3309794289,11.7592876881
s004_l064_d0p0020,4,64,0.002,SPY,2023,6476,6476,-0.000393921518617,-0.037763894062,0.113932344752,-0.28485881183,-0.136091236985,381,45.2748610253,30.1729462631,24.5521927116
s004_l064_d0p0020,4,64,0.002,SPY,2024,6516,6516,-0.036002290405,-0.0714865246246,0.109393518713,-0.627219840581,-0.127970580765,375,45.5954573358,27.3480662983,27.0564763659
s004_l064_d0p0020,4,64,0.002,SPY,2025,6464,6464,-0.100389712442,-0.133762188293,0.178918791705,-0.723940429107,-0.17099546049,378,47.3081683168,29.2543316832,23.4375
s004_l096_d0p0000,4,96,0,SPY,2020,6554,6458,0.293272611513,0.25340608496,0.32923065309,0.848674376508,-0.16542230453,313,62.7748528956,37.2251471044,0
s004_l096_d0p0000,4,96,0,SPY,2021,6540,6540,0.0214165862838,-0.00737981682863,0.126837835462,0.00491891896895,-0.0731568373943,286,66.8042813456,33.1957186544,0
s004_l096_d0p0000,4,96,0,SPY,2022,6514,6514,-0.00233369952363,-0.0337593323422,0.226963780216,-0.0385912740285,-0.15917975369,320,47.0525023027,52.9474976973,0
s004_l096_d0p0000,4,96,0,SPY,2023,6476,6476,0.056490159059,0.021589977023,0.128619144127,0.232337767435,-0.114567215752,336,59.5892526251,40.4107473749,0
s004_l096_d0p0000,4,96,0,SPY,2024,6516,6516,-0.0554765967481,-0.0855943941728,0.123738231071,-0.665400673641,-0.182433876809,324,61.9244935543,38.0755064457,0
s004_l096_d0p0000,4,96,0,SPY,2025,6464,6464,-0.0154709823272,-0.0453351150686,0.193985803918,-0.145359170575,-0.112379394416,308,60.3496287129,39.6503712871,0
s004_l096_d0p0005,4,96,0.0005,SPY,2020,6554,6458,0.349130139904,0.310960582849,0.327661170784,0.988145902632,-0.141720386131,287,60.9941158253,35.3979560235,3.60792815113
s004_l096_d0p0005,4,96,0.0005,SPY,2021,6540,6540,-0.0232914757368,-0.0510199688384,0.124143961939,-0.360518802594,-0.0918314373001,288,64.4801223242,31.0856269113,4.43425076453
s004_l096_d0p0005,4,96,0.0005,SPY,2022,6514,6514,-0.00706307548003,-0.0402638870567,0.224336275252,-0.0719788685672,-0.158999945336,340,45.5787534541,51.4123426466,3.00890389929
s004_l096_d0p0005,4,96,0.0005,SPY,2023,6476,6476,0.0317979910526,-0.00289198738058,0.125575111583,0.0394635008336,-0.12486565924,342,57.0259419395,37.8319950587,5.14206300185
s004_l096_d0p0005,4,96,0.0005,SPY,2024,6516,6516,-0.0489728789159,-0.0789279901663,0.121238578792,-0.621397248269,-0.184049845733,320,59.3308778392,35.8348680172,4.83425414365
s004_l096_d0p0005,4,96,0.0005,SPY,2025,6464,6464,-0.00934498234935,-0.0382375465575,0.19186530782,-0.109962888921,-0.112379394416,296,57.9517326733,37.2679455446,4.78032178218
s004_l096_d0p0010,4,96,0.001,SPY,2020,6554,6458,0.386858341725,0.349236345187,0.325114878773,1.08183591591,-0.112527871266,275,59.1978940849,33.8185196655,6.98358624961
s004_l096_d0p0010,4,96,0.001,SPY,2021,6540,6540,-0.00215427364962,-0.0314503865021,0.12050313362,-0.205418374577,-0.0783307808636,298,61.3914373089,29.2966360856,9.3119266055
s004_l096_d0p0010,4,96,0.001,SPY,2022,6514,6514,0.0279220447335,-0.00565280563521,0.222069937767,0.0854716193862,-0.140093833249,332,43.6905127418,50.030703101,6.2787841572
s004_l096_d0p0010,4,96,0.001,SPY,2023,6476,6476,0.0213352682355,-0.0121180918411,0.121845039274,-0.0403119230379,-0.137689896533,333,54.539839407,35.5311920939,9.92896849907
s004_l096_d0p0010,4,96,0.001,SPY,2024,6516,6516,-0.0511549396545,-0.0813122114576,0.116872827441,-0.671344363576,-0.179564426104,323,56.5377532228,32.934315531,10.5279312462
s004_l096_d0p0010,4,96,0.001,SPY,2025,6464,6464,-0.0394755169466,-0.0689814030832,0.188850626598,-0.289131292141,-0.125378859116,312,55.708539604,34.6070544554,9.68440594059
s004_l096_d0p0020,4,96,0.002,SPY,2020,6554,6458,0.330699781183,0.292524911506,0.318066157149,0.963732136431,-0.137988975874,291,55.4506039021,30.9538556829,13.595540415
s004_l096_d0p0020,4,96,0.002,SPY,2021,6540,6540,-0.056895571583,-0.0866903457951,0.114935311088,-0.732933405668,-0.127831088196,321,54.4495412844,25.3975535168,20.1529051988
s004_l096_d0p0020,4,96,0.002,SPY,2022,6514,6514,0.136373576349,0.102674201913,0.215537374551,0.563947180491,-0.105384210434,301,41.1114522567,47.1599631563,11.728584587
s004_l096_d0p0020,4,96,0.002,SPY,2023,6476,6476,0.0218451779182,-0.00944766312284,0.115476382092,-0.0254199279227,-0.123333885951,311,49.1043854231,31.3928350834,19.5027794935
s004_l096_d0p0020,4,96,0.002,SPY,2024,6516,6516,-0.0336230280232,-0.0645257526103,0.112455059827,-0.540314309231,-0.162664078484,325,51.0128913444,28.7753222836,20.211786372
s004_l096_d0p0020,4,96,0.002,SPY,2025,6464,6464,-0.0168563939049,-0.0430454893859,0.18422290287,-0.14990852529,-0.13656569538,270,51.1912128713,29.7184405941,19.0903465347
s008_l032_d0p0000,8,32,0,SPY,2020,6554,6522,0.335795038259,0.271802273996,0.329246765037,0.895927610096,-0.198596310564,491,58.9236430543,41.0763569457,0
s008_l032_d0p0000,8,32,0,SPY,2021,6540,6540,0.0491953156975,-0.00137470615454,0.126849640907,0.0525695231627,-0.143449782474,494,60.5657492355,39.4342507645,0
s008_l032_d0p0000,8,32,0,SPY,2022,6514,6514,0.0229406698315,-0.0257895934493,0.226979311336,-0.0021999024959,-0.273931854946,488,47.5437519189,52.4562480811,0
s008_l032_d0p0000,8,32,0,SPY,2023,6476,6476,-0.00468872533064,-0.0524718956612,0.128672200252,-0.359470861925,-0.144708711973,492,55.7442865967,44.2557134033,0
s008_l032_d0p0000,8,32,0,SPY,2024,6516,6516,0.0376467171433,-0.00979892217845,0.123712957751,-0.0183486122338,-0.110321972732,468,57.9036218539,42.0963781461,0
