symbol,series,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
SPY,buy_and_hold,39064,1.29742547425,0.149712180062,0.202480289987,0.790834880721,-0.351284872807
SPY,ema_macd_gross,39064,-0.0423940885392,-0.00723932962197,0.158102830872,0.0337684530797,-0.356632500024
SPY,ema_macd_net,39064,-0.312823175497,-0.060985379998,0.158146965274,-0.318135647089,-0.45592810386
