series,observations,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown
spy_buy_and_hold,39064,1.2974254742547395,0.14971218006206266,0.2024802899872456,0.7908348807212539,-0.35128487280730325
trend_ratio_gross,39064,0.2613768770681957,0.03971469163904873,0.1908835026981704,0.29986616368783237,-0.23310629271622962
trend_ratio_net,39064,-0.04123432195426047,-0.007037768511826026,0.1908949622640013,0.058841794656055255,-0.29822532630625487
